Tag,Comment
0,clean and nice code. but lack of 
0, there are no any submission for round.
0,i see big commit with all the files which is the first commit and very small other commits done in round.
0,there are some commits around hrs ago. most commits are days prior.
0,compared to other teams that i have reviewed there are fewer commits here and some are recently committed on oct.
1,the team did not seem to submit their changes throughout the project. the team have made changes only after round and nothing on round. there are total of commits. it would have been better if the commits have been made with messages so that others can know what changes have been made in the project.
1,not every member of team contributed. could see some commits after the deadline of round.
0, commits total. only one user contribute to it.
0, relationship looks good in both models and schema.
0,yes all relationships properly defined in the model
0,the db is well designed and relationship mappings are proper.
0,this application handles and n relationships properly. company reactor has relationship in the mapping table. i could not find any problem related to relationships.
0,no schema or relations are implemented.
0,all db relation and validation are correct and complete. good job.
0,can run the application.
0, there are no deployed version of the project file does not give any help and i tried to download it and run it locally it is not working.
0,link to deployed application is not given.
1,interest list has not been implemented. please write file in your repo to let us know the admin credentials please provide the deployment link
0,houses can still be deleted by anyone and not just the reactor who posted the listing. the application link to hero or any other deployment link in given. is not properly updated.
0, there is no admin account no roles assigned to any users any users can edit delete another user of potential buyer admin missing or incorrect.
0,the hero link to this project has not been submitted. so i am not able to check if the system works as it is supposed to work. but through the link the code seems legible. without the hero link i am not able to check if there is any functionality is missing or not.
0,only the skeleton of the project is implemented all major features are absent.
0, no login or sing to no authorization for the user basically any one can do anything in this system. no picture function no search function no reply for the inquiry.
0, can not test 
0,please provide the deployment link
1, does not mention anything with respect to edge cases. the linking is not intuitive. you have provided back buttons in quite few places which redirect to that entities page instead of redirecting to the actual page i came from. suggestion is put in button for menu and link the menu to the starting page of the currently logged in entity. this will make things simpler.
0,the project is implemented incorrectly and is incomplete.
0,the file has not been updated hence it does not provide the instructions regarding this system. it does not mention how the system handles the edge cases. since there is no hero link given i cannon test the system for edge cases and also the file does not specify any details.
0,no users or other features.
0,when delete user with inquiry data the system crush and return an error.
0, no testing mentioned in file.
0,no. edge cases not tested.
0,only ba
0,the tests are the normal ones generated by scaffold.
0,tests are written for the controllers.
0,the team has tested controller but not model.
0,no test cases are implemented.
0,no model has been tested.
0,the commits were regularly till round.
0,i could see commits in round as well.
0,yes. commits
0,yes the team kept pushing their updates even in round
0,fewer commits compared to other teams that i have reviewed.
0,the team has contributed to the repo regularly. all the team members have contributed to the project in the second phase. the system has improved lot as compared to the previous version.
0,yes lot of code has been checked in post st cut
0,no mapping table was found.
0,there is no association between models.
0,since the last time they have improved lot. the basic functionality are working.
1,admin has separate login and cannon login from the same page as other users. admin panel could be made little more user friendly by separating links on different lines.
0,admin requires separate to login.
0,while signing up as reactor or all fields are not present. only username and password is being asked.
1,basic are working in the sense that able to add users but many features are missing. unable to use same email id for reactor and admin is not able to edit house records reactor cant view other real estate company info not there for any house therefore it invalidates many requirements
1,certain test cases are not possible to test due to the way edit reactor is implemented. the webster takes real estate company id and not name for update. being user i would know the company id and hence won be able to perform the right test
1,the basic test cases mentioned in the read me work fine. it does not cover the edge cases as mentioned above but some of the validations i tried seem to have worked.
1,deleting company does delete it houses. no form of cascade delete present anywhere.
1,many normal cases are failing as told in previous case hence the edge cases specified are not even applicable
1,unfortunately most of the test cases failed while testing the reactor does not get deleted from the system after the deletion of his her respective real estate company. the link to create new houses redirect to different link hence i was not able to create new houses and test certain cases the inquiries submitted by the house hunter remain in the database even after the deletion of the house hunter all the inquires of the particular house are shown to every reactor which is not an ideal case these are some of the cases that need attention. owing to the work done on remainder of the project these changes would be implemented easily with some effort
1,few issues that i found were. different for different type of users. how does reactor switch roles between user and reactor
0,as mentioned in the read me file the inquiry controller and the admin model have been tested thoroughly
0,no model or controller has been tested.
0,they ve tested one controller thoroughly and one basic feature of admin model is tested
0,admin model has only two tests.
0,the user and reactor roles are tested to prevent any abnormal occurrences during the sign up. good work on that.
0,tests are too few for models. integration tests missing
0,the code is very well structured and written with good coding practice.
0,the code quality is fairly standard. the code does follow good ruby and rails coding practices. no bad naming. every file is properly named based on their i cannon find issues with coding. one method handles only one task. i could not find any bugs in the system and this works exactly how it is supposed to work.
0,code is written in an efficient clean and readable manner. proper use of data structures like hash maps are used wherever necessary. a proper use of names for controllers migrations and views can be seen. the names given for controllers properly signifies the tasks performed. the file is thorough and provides all the implemented in the project
1,project name could have been better
0,every method is handling only one task and the code is written in clean and readable manner. the naming conventions are maintained. the code was also very modular. the overall gui is user friendly.
0,the code is written clearly.
0,commits on the repo show updates of 
0,yes the commits were very well spread out throughout the development cycle which was evident from the quality of the project that was delivered.
0,checking git log the team kept submitting their changes throughout the project.
0,yes the team kept on submitting changes throughout the project. the commits also includes messages and descriptions about the changes made. the team still committed changes in round.
0,the team has worked hard on the project which is evident by the fact that i can see commits almost daily throughout the project period. an excellent job on that end.
1,the commits were spread throughout the project duration however the commit messages could have been more descriptive. the team still made commit changes in round which shows they have proceeded with development.
0,they keep commit code until.
0,all known mappings are present
0,the db was very well designed and successfully mapped all the required relations effectively.
0,this system handles the and n relationships properly. the relationships have been set up properly in the model files as well as the schema. they have also implemented the destroy dependency in the model hence no error pops out when the parent record is deleted.
0,the team has done praise worthy work in handling relationships in the system. the real estate company can add multiple as well as the authorization of particular reactor changes with the change in company.
1,user model does have all has many relations defined
0, and n relationships are all properly defined between company and users.
0,they added to and to relationship in the model.
0,all working with great ui.
0,yes the system worked almost perfectly and there was huge improvement from the first round. almost all the issued pointed out after the first round were successfully resolved especially the bug fixing part and adding the new features. the user experience was also considerably improved throughout the application.
1,most are working great. in the first round admin was missing some basic now they are present and working. one issue that i came across is that while admin is creating new company the system keeps raising an error saying that the webster is invalid and so the users cannon create new company. maybe there is something wrong with the validations of company model. however when reactor creates the company this error does not occur.
0,the inquiry form is not working
0,the system works without any glitches. the team has been fixing bugs after the review such that it works clean now. i could not find any functionality that is still failing even after trying the edge cases.
1,the casebook sign which was working in the previous sign up works properly. the admin reactor customer are working fine and i can see lot of improvement from the previous version. the reactor can send receive queries by the customer. however small suggestion would be to ask reactor for the company name while filling the sign up form. apart from that the system all the requirements of the project
0,reactor not able to remove their own company from profile back button missing from some reactor reactor was able to updated query content
1,most of the are implemented. however not valid error message is prohibiting from editing companies under even when given valid . not able to house hunter from the users list through admin login. the following error message is displayed. we re sorry but something went wrong. if you are the application owner check the logs for more information. unload picture ui could have been constructed better because the picture does not fit in the given space.
0,yes but i find small bug the admin can edit his profile and select change his role to reactor although his role did not change there is no error report.
0,checked on few tests tuned out to be handled. if an admin deletes either house company user all the dependencies are deleted.
0, works perfectly fine the reactor is able to remove previous houses. works like charm enquiries are not auto deleted
0,edge cases handled well.
0,could not test inquiry form
0, if the admin deletes company all the related properties will be deleted and will remove the company name assigned to any reactor if the reactor changed his or her company the reactor cannon make changes to old posts which they have posted for the previous company they worked for. so they will not be able to edit add or remove the houses listed in previous company. if the house hunter is deleted by the admin all the inquiries by the house hunter will be deleted and their names in the potential buyers list is removed. however the does not cover how the system handles all these edge cases.
0,all the edge cases pass. well done.
0,when an admin deletes real estate company which has and houses the company gets is getting deleted along with the which is not the expected functionality because can exist even without being part of company. the reactor should not get deleted from the database. could not test whether the inquiries are deleted if the house hunter is deleted because the admin is unable to delete house hunter from the users list.
0,the and houses will also be deleted. nothing will happen. inquires will also be deleted.
0,every functionality is working
0,the application seems to have been well tested. almost all of the test cases have been appropriately and effectively written. could find bugs while testing the application too.
0,the team has tested parts of different models and controllers partially but none of the models controllers is thoroughly tested for complete functional verification
0,did not use spec but team has done testing.
0,the team has tested model where user with email and first name should be valid to sign up or sign in. the following tests are meaningful and have the potential to fail when user uses same email to register twice. should not save user with password less than chars. should not save user with invalid email should not save user without email
0,the code shows that most of the controllers and models were tested.
0,yes they have tested model and controller.
1, the search method is little long. some of it could have been extracted to function calls. otherwise the code looks good. methods were short and names were sensible.
1,code looks clean and neat. ui design looks very good and is elegant. search functionality for the houses should have been in controllers and not in the model.
0,excellent code. very well commented and followed most of the ruby standard code format very well organized.
0,neat code and well arrangement of the views especially the house style view.
0,code was committed throughout the project and during second round too.
0,the team committed changes in round. however the changes were not consistently committed throughout the project period.
0,yes committed are constantly updated till today. file was updated hours ago.
0,although the relationships have been properly handled i see in places with belongs to relationship optional true option is present which allows violation of the relationship and is bad idea.
0,the schema file should be in the repo. from the models and the migrations the relationships appeared to be correct.
1,db relationships looked fine. new model was created for house style which could have been parameter in house model itself.
0,can login as admin in the rename flie.
0,the admin credentials provided don work and hence no admin functionality can be tested.
0,an exception occurred when replying to an inquiry. an inquiry could not be deleted by house hunter.
0,basic working fine.
0,all works and can be successfully implemented.
0,can not login as an admin
0, what will happen if the admin tries to delete real estate company which has some and houses. can be tested. what will happen if reactor changes his her real estate company. will he be prohibited to remove the houses he listed in the previous company. no reactor is still allowed to delete houses. what will happen if admin tries to delete house hunter who has submitted several inquiries. will the inquiries be automatically deleted. if this house hunter is potential buyer of house will he be removed from the corresponding potential buyers list. cannon be tested delete house in house hunter interest list and see if it still appears there. works as expected
1, the reactor could only remove the houses he or she created regardless of his or her company. the was not very specific on how to handle edge cases.
0,good instructions provided. working fine.
0,deletes. changes all cases works.
0,the tests for the controllers and models were basic scaffold tests with not much meaning.
0,good test cases written.
0,models are not tested and controllers are partially tested.
1, sparse on comments describing functionality. otherwise overall code quality is good i did not see any glaring issues.
0,user model could have been subdivided into different roles models such as reactor and 
0,the code has been written in very clean and readable way. it is very legible and properly indented. i could not find and issues with the coding. there is no bad naming in this project and is neatly organised with instructions. one method handles only one specific task. there are function calls for multiple tasks. yes adding the user to the house potential buyers is done by separate method call. on the whole the code quality is legit and i could not spot any long methods or too many nested blocks.
0,this project is very well organized and the code style is great.
0,it good to have the search logic in the model as opposed to the controller.
0, really good commit record with good comments as to what was changed.
0,yes the number of commits have increased upto commits.
0,yes the team kept on submitting their changes throughout their project. there are total of commits from the team and they still committed changes in round. they have made commits int the week of oct which is after the first round. they have committed the changes with proper messages also.
0,i just see commits done on last few days by most teammates.
0,this team kept committing through the end of the project.
0,they have actively committed code during the project duration including round.
0, mapping checks out.
0,there is one to many relationship between user and company. a reactor model is not applied.
0,house hunter and reactor can easily switch accounts.
0,all of the relationships are handled properly in the code.
0,the entity relationships have been established properly. they have also implemented cascading delete.
0,image not showing with listed houses. admin cannon view list of potential buyers. house hunter also asked for company. house hunter has the ability to add houses and list companies. this should not happen.
0,well done. most of the functionality i commented on last time has been fixed with very intuitive ui. the only thing i could find still was being able to view all inquiries as an admin. very good updates overall.
0,search is not working in reactor i did not see any spec in spec folder. while signing up it takes password less than length. when reactor adds the property it does not appear in property list.
1,fixed problems users can edit their name now. admin can create select only one and change companies. they can edit their own company information. admin can view list houses and edit destroy houses that belongs to his her company. can switch roles to house hunter. house hunters can view add companies info. inquiries functionality is implemented. issues houses do not show if they have basement or not. after an inquiry is sent the app redirect to an error page. looks like house hunters can add company houses too. these tasks should have been restricted.
0,the search properties and addition of potential buyers needed to be improved and fixed after the first round. the authors fixed all of it for round. the system works exactly how it is supposed to work. i could not find any that are still failing. they have added additional features like signing up with and sending replies to enquiries via email.
0,search feature is not working. also i didn find any way to add pictures of the new houses.
0,this system has almost all needed functionality but it by far the best i ve seen. replying to an inquiry does not seem to work properly.
0,all feedback has been fixed. no pending issues.
0,when user is deleted the inquiry remains.
0,all of these are well handled and documented in the good work.
0,hh could not add inquiry
1,when the admin deletes real estate company which has some and houses he can no longer view the list of other house hunters and users. the view button redirect to an error page. admin was able to view hunters users before any deletion happened. after the above step it seems that admin is unable to view users and hunters. so admin cannon delete any users and hunters.
1, if the admin deletes company all the related properties will be deleted and will remove the company name assigned to any reactor if the reactor changed his or her company the reactor cannon make changes to old posts which they have posted for the previous company they worked for. so they will not be able to edit add or remove the houses listed in previous company. if the house hunter is deleted by the admin all the inquiries by the house hunter will be deleted and their names in the potential buyers list is removed. the covers how the system handles all these edge cases.
0,the edge cases are covered. the file also details how these cases are handled.
0,still have lots of tests across all of the models and controllers but nothing super extensive that attempts to cover all possible cases.
1,the user model and controller has been tested. it does not test whether the system handles the case that user uses the same email to register twice.
1,the team has tested both model and controller. the system can handle the following cases when user uses same email to register twice. should not save user with password less than chars. should not save user with invalid email should not save user without email
0,the user model is tested as are multiple controllers.
0,they have written proper test cases that check both positives and negatives.
0,the code looks clean and neat. could find any bad naming in the project.
0,code is written properly with all dry principles. methods are simple and clean. every method contains functions specific mac are created where they are needed.
0,yes the code quality seems good. team has taken care of keeping good design.
0,naming convention followed code is neat. formatting is done. function calls are included.
0,
0,the code was committed throughout the project. the code was committed in the second round too.
1,team continuously pushing changes into i could not see distribution of work done equally. i could see commits with neat and easy to understand file.
0,yes the team has shown proper team collaboration two members of the team kept submitting the changes throughout the projects. and there are sufficient commits for round.
0,db relations are handled properly but dependent destroy is not mentioned because which there are issues when destroying entries which have foreign key dependency.
0,team has tried very well to associate relationship between models. it can be seen implemented but thats also causing system crash when conditions not met.
0,yes model and relationships are well designed and cover most of them.
0,foreign key integration is been done in db but as there are no separate active records for user types hunter reactor admin hence the many etc relations are absent.
0,destroy not working unable to create user from admin
0,inquiry part seems to be bit confusing. the reply messages showed on the page is confusing. displaying the message that error is occurring on hero but email has been sent does look good.
1,team has tried very well to fix the problems from first release and succeeded partially. errors and form validations are still not specific. below are few basic team could work upon. house hunter is able to create and edit company as well as houses. admin can create users but no passwords.
0, logged in as house hunter i can edit house which should not be allowed. logged in as house hunter i can edit the company which should not be allowed. founded the company year can be any numeric value logged in as house hunter i can destroy house which should not be allowed logged in as house hunter i can destroy company which should not be the case year built this field in house table for year takes any numerical value
0,search for houses is missing while submitting inquiry the system errors out but that has been documented. this was also pointed out in earlier review
1,ui for new house needs improvement. forms need to be more precise rather than adding many radio buttons as in the case for new house. ui for inquiry reply needs to be more clear.
1,admin. admin can not see all the inquiries by house hunters. search feature not interest interest list feature not implemented. even hunter can post an ad of house and create company missed implementation of basic checks on user roles. the inquiry is not associated with the house separate tab is given with generic form where the hunter has to select reactor and that is failing when clicked on submit maybe hero record of submitted inquiries. relator. seeing potential buyers not view reply not post houses for any user i.e under any company and under any reactor or hunter many have not been implemented if nameless everglades the link they have submitted for round.
0,unable to create company from admin
0,inquiries were mapped to houses. dependent destroy missing in companies for houses hence getting an error when trying to delete companies which have houses. admin is able to add users but they were not able to sign in as they are not created with default password but just added to the users table.
0,team has tried well to cover up edge but still can work on below measures. if we try to delete an entity associated with other entity system crashes. i can not see company field associated with reactor while creating reactor inquiry functionality is difficult to understand. as mentioned in it does go into error but did not receive any mail for it. also i can not see inquiry associated with house. we can unload image but image is visible as id and not as image when viewing the house. potential buyer functionality not working. search house functionality not working.
0, the admin can delete the house hunter that has an inquiry but the inquiry is still available. reactor is able to edit and update company which is not listed by him her. reactor is able to edit and update the house that is not listed by him her. reactor is able to destroy house that is not listed by him her.
0, does not talk about edge cases but it covers how to to access the webster good thing is that most of the errors pointed out in the prior review have been taken care of. search is missing
0,admincan only delete company which has no users hunters else he is unable to delete cannon change his company and can post an ad under any user. house hunter inquiry feature is absent hence could not test this test case.
0,test cases present for user controller.
1,test cases are written very well and system is tested well till some extend but many small cases needs to still handled.
0,integration tests don cover authentication
0,basic functional test cases are written for four controllers.
0,the code has been implemented as per the ruby standards of coding.
0,the code is written in clean and readable way.
0,the team has written code in clean and readable manner. the team has implemented individual functions for handling specific individual tasks. the application uses proper naming convention and follows singular naming convention for all model classes. the team has used singular and plural naming convention as per the standard ruby on rails convention which makes it easier for the reviewer to be able to read and understand the code.
0,proper naming standards and conventions are followed.
0,code seems clean.
0,the code is clean and file is also present explaining each and every implementation
1,code mostly follows good styling guidelines but there are couple of issues. i would suggest splitting nouns when naming classes e.g. instead of . spacing is inconsistent in some classes controller search and houses controller show. there are some cases when decomposition and moving functionality into separate method would make sense. for example in search method of controller class if statements could be moved to separate method with descriptive name. this would make code more readable. there are instances where code is commented out e.g. controller removing that commented chunk entirely would make code cleaner. deleted chunk could always be referenced in git history.
0,one method handle one task and code is neat and understandable
1,with total of about commits the team has made more or less periodic commits. labels for the commits could be better so it becomes more readable
1,the team has well documented history of commits. the team has been regular in updating the repository. the team has kept on updating the repository through both the periods of the submission. the team also has used proper commit messages to document the commit history. the file has also been updated regularly and contains detailed report on the associated with each user role. also the testing information has been updated on the repository. the team could have added information on how the tests can be run. the team could have added information on how to setup the environment after cloning the repository and what all dependency information is associated with the application. the file could have been more structured with proper titles and paragraphs.
0,yes there are commits after round review but by review the project was working and hence these commits are probably partially to make it work in the first place.
0,well written code clean and easy to read.
1,i really appreciate the organization of your code. everything is grouped in appropriate folders and easy to navigate. i also like how most of your code is indexed and spaced. great readability. functions are clearly written to handle exactly what the name indicates. there are few places where the continuation of parameters should be realigned examples company in companies controller and format of webster in company model. overall great use of ruby styling standards.
1,short methods good. project structure good. i feel you haven committed everything to git. please check that.
1,the code is written very cleanly. the only slight problem i found was the search method in houses controller is too long as it has lot of nested if statements.
1,changes were committed only at the last moment at once. please commit the changes as soon as development is complete and the code is tested.
0,checking the git log the team still committed changes in round.
0,changes to application continued throughout the second round of project submissions. many of the commits deal with the adding additional functionality to the company controller as well as additions to the i can see that good work was made toward implementing missing functionality from the first round of submission.
0,i see only contributor. also only once the commit was made.
0,they committed quite many changes on the day of submission.
1,many appropriate relationships are implemented. companies to houses house to photo and house to possible buyers. i believe there should also be an association with how there reactor can only belong to one company. this will ensure many necessary functional dependencies are in place for the required application flow. keep the ones you have and continue to add missing associations as you go through the requirements check.
0,user model does include any relationship with other models.
1,not able to see the mapping between inquiries and houses. also not able to see mappings between potential buyers and houses. did you forget to commit. because the deployed version is working but does have the latest code.
0,i didn see any mapping done between tables for example the company reactor relationship in shown to n.
1,the application has really come long way from the previous submission. i believe most of the page routes follow an appropriate application flow. there are several of the dependencies that are evidently not implemented do to the following observations users are able to assign him herself real estate company that does exist in the system. this assignment should only be made with existing companies to fulfill the requirement of mapping reactor to single company. this missing dependency also reflects in the creation of houses. are able to create houses that are not listed with the company that the reactor is associated with. this association should be automatically made according to the company assigned to the reactor users can be both hunter and reactor at the same time and can switch back and forth. how do you differentiate between users abilities. probably the best option would be to only allow users to be either house hunter or reactor that would eliminate some of the ambiguities is associations and some unnecessary profile fields like house hunters having real estate company. inquiries are not associated with houses. this posses an issue with knowing what property the house hunter is requesting information about. overall there have been great advances in your application since the first submit. continue implementing those dependencies so that the required associations can hold.
1,deletion of house by admin is failing. privacy breach as user i am able to see details of all other users. only admin should be able to see details of other users. overall very good effort. if the above issues were there i would have given full points.
0,new houses are not adding.
0,i could log in using the admin credentials. rest worked fine for me. could add houses in my interest list as house hunter.
1,success in edge case testing is determined by the association of the module to self or with other modules. many edge cases in this application are dependent on relationships between modules. for example because houses are not properly associated with or companies reactor company appears to have no affect. administrators are not able to delete users or companies but i would image it would not throw an error. there are cases that i tested that dealt specifically around the models. example user accounts can be created with the same email accounts as long as they are of different user types. this and other edge cases of it type proved successful. it would be great to have edge case information listed in the to clarify how these cases were dealt with. again implementing the necessary dependencies between models will help to eliminate many of these edge case issues.
1,not handled no actual link created between companies and users as user just stores the company name as string. instead saving the company id for the user will create relation between them as the company id will act as foreign key. that way edge case example can be handled. not handled reactor can edit delete any house that he created even if company changes. handled. when user is deleted he is automatically deleted from potential buyer list of house. the does not cover how the system handles edge cases.
0,delete of company is not working. deletion of house is not working admin should not be able to change add to his role. i was able to make admin as reactor system should not allow that
0,if as reactor i am trying to update my profile where i only change my company to random company abc it is updating just fine which i believe should not be done because the company does exist and is not even being added to the company list as new company. could check any of the admin functionality. could sign up as reactor
1,there are some really great controller tests included in this application. most of the functions in each controller are tested to ensure that they are returning and routing to the appropriate pages. unfortunately there are no model tests implemented. model tests should be written to test that the appropriate attributes and relationships of each model are implemented successfully. it will prove extremely helpful in the improved functionality of your application. make your model tests look like the controller test and you will be doing great.
0,some tests present only for houses controller.
0,only auto generated test cases present.
0,i didn find any testing done for model or controller. nor anything was mentioned in the 
0,the code looks comprehensive to good extent with the usage of comments and clear naming. adding the not interested feature is plus point. the naming is done well with attention to the singular and plural nouns for models and controllers. no problem with respect to the coding clarity.
0,handled perfectly well.
0,the code written seems to follow nice
0,good coding practice used.
0,commented code in view controller files
0,there were commits with required changes for the second submission. commits from all team members could be seen showing their contribution.
0,yeah frequent commits were done throughout the course of project.
0, commits
1,the team has very well documented history of commits. the commit history seems to be well spaced over the entire period of the project development cycle. the team has commits in each of the submission periods and have kept on adding and updating documentation. the team could have updated their little bit more and addedd information regarding all the being assigned to individual roles and how the user experience is set up. also the team could have adde information on how to run tests in .md file
0, commits.
0,no couldnt find to relationships.
0,no form validations
0,real estate company reactor relationship should be to missing
0,the team has well structured schema. the team have defined the relationships between the tables properly. the models have defined all the relations properly.
0,company reactor relation should be but in t. also reactor house hunter should belong to user.
0,models schemas do not have the relationships defined. looks like manual table on actions which makes it difficult to maintain long term.
0,yes the team has rectified the errors from the earlier review and has implemented the needed changes. additional like the not interested feature were also used.
0,yes the problems found in first round were fixed.
0,no null checks. i can submit empty form
0, admin as an admin when creating user there is an option to create an admin can add house gives me an error im not adding picture when save can make inquiries can add houses to interest lists new hunter made did get added to the table of all user reactor when switch companies the previous houses listed from that company don appear again. hunter search does work can make inquiries or add houses for interest list
0,the authors did good job in developing the system. the system is working as it is supposed to work.
0, the web application seems to have implemented all the properly. the team have updated the repository and implemented new features after the initial submission.
0,addressed comment from st review.
0,when admin deletes company associated with reactor it gets reflected in the profile. his company name shows nothing and the houses listed were also deleted. admin is not able to view house hunters profile error in deployment but can view the same using users section. when user is deleted by admin his inquiries are removed and he is no more potential buyer too. when reactor changes creates new company his previous company houses are deleted. this is reflected in the admin table too. reactor is not able to view houses listed by others. edge cases a company can be created without filling in the fields required. yes an empty row is displayed to the hunter when company is created without any detail. but it displays the company number row number while seeing the houses. so house is shown for company that does exist in the view companies page. session control when user signs out from page and then goes back the profile page should not be shown as he is signed out. this should be considered.
0,edge cases are not handled
0,when real estate company is deleted then the house associated are also deleted. when switch companies the previous houses listed from that company don appear again. cant make inquiries
0,the following edge cases seem to have been handled and documented. on deleting user the corresponding and reactor accounts are deleted. on deleting company corresponding houses are deleted and with that company have their company set to null. on deleting or house the corresponding entry in interest list is deleted. on deleting or house corresponding inquiry is deleted
0,error o company for reactor on viewing buyers empty companies validation missing for empty info on companies admin view reactor show not working admin view hunter show not working search by area missing no fields to search by area
0,no test cases performed.
0,tested multiple controllers but don see any models being tested.
0,yes the team has done pretty well in testing at least one model and one controller.
0,the team have implemented basic testing for basic crud for all the controllers and models. these look like the automatically generated tests from scaffold in rails.
0,could find spec file or any other test file.
1, the houses controller handles multiple users. it would make more sense to call methods to handle the case of each type of user. the houses controller also has several long methods. these should be broken up into method calls.
0,code follows most of the ruby good practices.
0,the team seems to have followed proper naming conventions for naming all the classes as well as all the attributes. the team seems to have written clean and readable code.
1,the code quality is well written. many of the functions are doing only one thing at time. the only limitation i could observe is lack of comments in controller as well model.
0,the team committed throughout the project and during round.
1,there are quite lot of commits meaning that the team could have grouped some of the changes together into one commit instead of every small modification to make them more meaningful
0,they have commits
0,the team has good history of commits and as can be seen from the repository the trail of commits is well documented and each new feature added or bug fixed has documented commit. the team kept pushing commits throughout both the deadlines and were regular.
0,yes total of comments and are continuously committed on the repo.
0,the database design is solid with join tables for the n relationships.
0,the rb files set the has many and belongs to relationships correctly
1,db design is kind of ok but there are redundant tables for roles hunters and users. i believe all this can be combined into one using proper fields and access control. this would have helped you guys keep the code easier as well. everything else has been handled properly.
0,the team has well designed schema and has defined all the relationships between the tables properly.
1,i can create house with no basement as reactor it also deleted my image after i unloaded it in this case before it redirected me to the new page with error information. also potential buyers are listed twice i assuming because they liked the house and submitted an inquiry to the reactor associated with it.
0,the app has the but the user display is available to all users even though that functionality has to be exclusive to the admin of the app. the reactor also has no means to add new company and there is no way to edit the user profile
1, no option to switch roles between hunter reactor no default admin reactor hunter account. maybe you forgot to run db seed on the server no validation for email while creating company. any string can be typed in. inquiries can only have reply which is field in db which gets updated
0,as reactor tried to list house with no basement but it won let me save it saying that an error is prohibiting me. it says basement is blank when clearly am selecting the no option. when changed it to yes it saved fine as an admin i can see potential buyer list for houses
0,the system is well designed and all the features have been correctly added and all the work. the authors have fixed all the problems from the previous submission.
0,the system works as it is supposed to. for example the reactor the admin and the user can login and perform the related successfully.
0,the system was very strong through edge cases and the was very detailed.
0, the reactor cannon choose company so the edge case that handle change in company is not handled
0, admin login is not working for me since i cannon use admin account cannon test edge cases related to creating deleting users or creating deleting companies search is working but is case sensitive.
0, deleted company that reactor was assigned to and it was deleted successfully but the house listed by that company is still in the house list when switched company for reactor could still deleted the house listed when was previous company when who made inquiries was deleted it got rid of their inquires from the system
